ein,name,street,city,state,zip,category,description,ntee_code,asset_amt,income_amt,revenue_amt
474012822,Digital Love Inc,620 Peachtree St Ne Apt 1613,Atlanta,GA,30308-2376,Philanthropy,Philanthropy,T50,,,
463550862,Moore Help Foundation Of Atlanta Inc,144 Ponce De Leon Ave Ne Apt 1201,Atlanta,GA,30308-4123,Philanthropy,Philanthropy,T99,0,0,0
473181026,Compassionate Atlanta Inc,303 Peachtree St Ne Ste 5300,Atlanta,GA,30308-3265,Human Services,Support NEC,P19,,,
464999123,James J Griffin Family Foundation Inc,238 15Th St Ne Unit 22,Atlanta,GA,30309-3594,Philanthropy,Private Grantmaking Foundations,T20,43485,1,
465680623,Black Prosperity Initiative Inc,925B Peachtree St Ne Box 339,Atlanta,GA,30309-3918,Community Capacity Bldg,Economic Development,S30,,,
472597405,Soteria Church 360 Inc,1100 Peachtree St Ne Ste 200,Atlanta,GA,30309-4503,Religious,Christianity,X20,,,
472572309,Harralson Family Foundation Inc,54 Westminster Dr Ne,Atlanta,GA,30309-3329,Philanthropy,Private Independent Foundations,T22,507750,507750,
472169645,Southeast Regional Veterans Home Inc,1072 W Peachtree St Ne Ste 79331,Atlanta,GA,30309-0000,Public Social Benefit,Military & Veterans‰Ûª Organizations,W30,,,
465644577,Georgia Studio & Infrastructure Alliance Inc,1230 Peachtree St,Atlanta,GA,30309-0000,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,1480,45400,45400
474124234,Art Of Esteem Inc,510 Holderness St Sw,Atl,GA,30310-1708,Philanthropy,Philanthropy,T99,,,
472358981,Natural Gas Association Of Georgia Inc,1201 W Peachtree St,Atlanta,GA,30309-3449,Community Capacity Bldg,Business & Industry,S40,1,0,0
471496552,Fairfield Baptist Church Of Worship Inc,1230 Ladd St Sw,Atlanta,GA,30310-3723,Religious,Christianity,X20,0,0,0
472154778,Wecycle Atlanta,1124 Oak St Sw,Atlanta,GA,30310-1718,Public Social Benefit,Public & Societal Benefit NEC,W99,,,
473099512,Troup Community Development Foundation,2221 Peachtree Road 168,Atlanta,GA,30309-1148,Employment,Employment NEC,J99,,,
463750593,South Fulton United Incorporated,592 Lawton St Sw,Atlanta,GA,30310-1746,Community Capacity Bldg,Community Improvement & Capacity Building NEC,S99,0,0,0
465278779,Reimagine Atl,1439 Fairbanks St Sw,Atlanta,GA,30310-4349,Human Services,Human Services NEC,P99,0,0,0
464229513,Hope-Commitment-Services Inc,1411 S Gordon St Sw,Atlanta,GA,30310-2331,Community Capacity Bldg,Community Improvement & Capacity Building NEC,S99,0,0,0
473906970,Blessed By God Corp,1050 Mcdaniel St Sw,Atlanta,GA,30310-3116,Human Services,Family Services,P40,,,
462745298,Institute For Male Development Inc,515 Cativo Dr Sw,Atlanta,GA,30311-2107,Human Services,Single Organization Support,P11,1,0,0
472942044,Mount Vernon Outreach Ministry Inc,815 Lynhurst Dr Sw,Atlanta,GA,30311-2209,Religious,Christianity,X20,,,
464810240,Cydondia Community Outreach Inc,1676 S Gordon St Sw,Atlanta,GA,30310-2362,Human Services,Human Services NEC,P99,,,
473841820,Astute Foundation Corporation,1178 Westmont Rd Sw,Atlanta,GA,30311-2756,Human Services,Human Services,P20,,,
464119439,June Teenth Atlanta Parade And Music Festival Inc,1820 Childress Dr Sw,Atlanta,GA,30311-4202,Public Social Benefit,Public & Societal Benefit NEC,W99,,,
463864590,Young Eventions Inc,2717 Cascade Rd Sw,Atlanta,GA,30311-3132,Human Services,Human Services,P20,0,0,0
464149485,Full Force Ministries Inc,717 Berne St Se,Atlanta,GA,30312-3503,Religious,Religion-Related NEC,X99,,,
463688751,Nex Labs Inc,318 Cherokee Ave Se Ste 104,Atlanta,GA,30312-2276,Community Capacity Bldg,Urban & Community Economic Development,S31,0,0,0
472206165,Our Time 21St Century Seniors Inc,1634 Dodson Dr Sw,Atlanta,GA,30311-3728,Human Services,Senior Centers,P81,,,
464212791,Branch Outward Inc,719 Hamilton Ave Se,Atlanta,GA,30312-3722,Housing Shelter,Housing & Shelter NEC,L99,0,0,0
465444446,Mark Carroll And Friends,85 Hammock Pl Se,Atlanta,GA,30312-2827,Philanthropy,Philanthropy,T99,,,
473498353,Counsel Groupe Inc,614 Robinson Ave Se,Atlanta,GA,30312-3733,Human Services,Human Services,P20,,,
474118803,Kc Help Center Inc,1385 Dodson Dr Sw,Atlanta,GA,30311-3211,Housing Shelter,Housing Rehabilitation,L25,,,
463694821,Kingdom Difference Church Inc,388 Glenn St Sw,Atlanta,GA,30312-2534,Religious,Christianity,X20,,,
463381045,Central Christian Church Of Atlanta Inc,1916 Dodson Dr Sw,Atlanta,GA,30311-4436,Religious,Christianity,X20,,,
463326489,Special Operation Care Fund Inc,999 Peachtree Street,Atlanta,GA,30309-0000,Human Services,Fund Raising & Fund Distribution,P12,0,0,0
463935075,On A Mission For God,107 Wellington St Sw,Atlanta,GA,30314-2238,Religious,Single Organization Support,X11,0,0,0
471017787,Sullivan And Richie Jean Sherrod Jackson Foundation And Mus,46 W Lake Ave Nw,Atlanta,GA,30314-2120,Community Capacity Bldg,Community Service Clubs,S80,,,
464284316,Martin Luther King Sr Community Resources Collaborative,101 Jackson Ave Ne,Atlanta,GA,30312-0000,Community Capacity Bldg,Community Service Clubs,S80,,,
472373686,Golf Gives Inc,1170 Peachtree St Butler Snow 1900,Atlanta,GA,30309-0000,Human Services,Fund Raising & Fund Distribution,P12,,,
471447015,Naledge In Action,1327 High Point Ave Sw,Atlanta,GA,30315-2610,Employment,Employment NEC,J99,0,0,0
465752938,Community Blueprint Foundation,267 Thornton St Sw,Atlanta,GA,30315-3736,Community Capacity Bldg,Community Improvement & Capacity Building NEC,S99,0,0,0
465246321,Be Better Foundation Inc,924 Garrett St Se Ste D,Atlanta,GA,30316-6832,Human Services,Human Services,P20,,,
473708562,Justice Together,426 Marietta St Ste 100A,Atlanta,GA,30313-1738,Public Social Benefit,Public & Societal Benefit NEC,W99,,,
464357847,Gods World Ministry Inc,301 Mcdonough Blvd Se,Atlanta,GA,30315-2821,Human Services,Human Services,P20,2000,34580,34580
471742968,Life Line Outreach Of Georgia Inc,688 Puckett Dr,Atlanta,GA,30316-0000,Human Services,Child Day Care,P33,0,0,0
473091424,Saint Paul African Methodist Episcopal Church Atlanta Inc,1540 Pryor Rd Sw,Atlanta,GA,30315-3722,Religious,Protestant,X21,,,
471880377,Helping Feed Atlanta Inc,2725 Arbor Ave Se,Atlanta,GA,30317-2903,Human Services,Human Services,P20,1,0,0
463704296,Mothers Legacy Inc,2112 Wisteria Way Ne,Atlanta,GA,30317-1329,Human Services,Human Services,P20,0,0,0
463955196,Restoring Lives Inc,921 Westmoreland Cir Nw Apt 1307,Atlanta,GA,30318-4022,Human Services,Human Services,P20,0,0,0
463335440,Operation Give Smile,1111 4Th St Nw,Atlanta,GA,30318-4503,Human Services,Human Services,P20,1,1410,1410
472004593,Grove Park Community Development Corporation,31 Evelyn Way Nw,Atlanta,GA,30318-6417,Community Capacity Bldg,Community Coalitions,S21,,,
472668215,Love Of Living Foundation Inc,1757 Givens St Nw,Atlanta,GA,30318-3444,Housing Shelter,Temporary Housing,L40,,,
473766170,Bishop Peter E Nelson Foundation Incorporated,2079 Hatteras Way Nw,Atlanta,GA,30318-1085,Philanthropy,Private Independent Foundations,T22,,,
464074165,Itp Fc Inc,1650 Carr Cir Nw,Atlanta,GA,30318-2780,Human Services,Single Organization Support,P11,,,
471554555,Friends Of Howell Station,1227 Niles Ave Nw,Atlanta,GA,30318-4944,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
472522783,Aacts Inc,2283 Baker Rd Nw,Atlanta,GA,30318-6220,Human Services,Family Services,P40,0,0,0
465634258,Epic Conclusion Inc,385 Holly St Nw,Atlanta,GA,30318-8194,Human Services,Centers to Support the Independence of Specific Populations,P80,0,0,0
464442854,Aderhold Family Foundation,515 Means St Nw,Atlanta,GA,30318-5729,Philanthropy,Private Grantmaking Foundations,T20,782100,782100,
473421684,Agape Community Center Holding Company,2353 Bolton Road Nw Suite 100,Atlanta,GA,30318-1230,Community Capacity Bldg,Real Estate Associations,S47,,,
464480978,Endeavor Church Inc,2020 Howell Mill Rd Nw 151,Atlanta,GA,30318-1732,Religious,Christianity,X20,,,
473049019,Harmony Project,1984 Howell Mill Road Nw Box 2504,Atlanta,GA,30318-0000,Community Capacity Bldg,Women‰Ûªs Service Clubs,S81,,,
464253851,K Squared Foundation Inc,4315 Lakehaven Dr Ne,Atlanta,GA,30319-1137,Human Services,Human Services NEC,P99,10205967,1034177,
462925739,Jessies Haven,2020 Howell Mill Road Nw Suite D141,Atlanta,GA,30318-1732,Housing Shelter,Temporary Housing,L40,0,0,0
463318819,Big League Impact Inc,2020 Howell Mill Rd D122,Atlanta,GA,30318-1732,Human Services,Human Services,P20,6750,146187,131250
464330129,Dare 2 Be Deaf,741 Morosgo Dr Ne Apt 1443,Atlanta,GA,30324-3537,Employment,Employment Preparation & Procurement,J20,0,0,0
463267182,Magnalia Foundation Inc,490 Lindbergh Pl Ne Apt 508,Atlanta,GA,30324-3335,Religious,Christianity,X20,159075,163641,163641
464308784,Piedmont Heights Community Improvement Foundation Inc,420 Rock Springs Rd Ne,Atlanta,GA,30324-5102,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
472529408,New Story Inc,2657 Lenox Rd Ne Apt 69,Atlanta,GA,30324-3134,Human Services,Human Services,P20,,,
463129325,Atlanta Real Estate Collaborative Inc,1924 Piedmont Circle Ne,Atlanta,GA,30324-4888,Housing Shelter,Housing Search Assistance,L30,12840,56519,56519
472758876,Alliance To Repair The American Diet Inc,1579 Monroe Drive,Atlanta,GA,30324-5039,Food,Alliances & Advocacy,K01,,,
472660547,Sci Shunamite Charities Internation,3379 Peachtree Rd Ne,Atlanta,GA,30326-1031,Human Services,Human Services,P20,,,
463396345,Georgia Autism Foundation Corp,1984 Howell Mill Rd Nw Unit 250241,Atlanta,GA,30325-2056,Human Services,Centers to Support the Independence of Specific Populations,P80,,,
472177184,Hh Foundation Inc,3324 Peachtree Rd Ne Unit 2402,Atlanta,GA,30326-1482,Food,Fund Raising & Fund Distribution,K12,0,0,0
471668346,Roy And Janet Dorsey Foundation Inc,3414 Peachtree Rd Ne Ste 722,Atlanta,GA,30326-1166,Philanthropy,Private Grantmaking Foundations,T20,8588058,9476927,
473975502,Atlanta Cba Endowment Inc,2625 Piedmont Road Suite 56-229,Atlanta,GA,30324-3086,Human Services,Human Services,P20,,,
464224346,Samuel B Kellett Sr Private Foundation,3450 Ridgewood Rd Nw,Atlanta,GA,30327-2418,Philanthropy,Private Independent Foundations,T22,1443244,688534,
471857936,Aaj Bus Litigation Group,3560 Lenox Rd Ne Ste 1250,Atlanta,GA,30326-4275,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,,,
472576775,Parikh Foundation Inc,1676 W Wesley Rd Nw,Atlanta,GA,30327-1915,Philanthropy,Private Grantmaking Foundations,T20,2200000,2200000,
466670773,Parker Family Foundation,2496 Hyde Manor Dr Nw,Atlanta,GA,30327-1130,Philanthropy,Private Grantmaking Foundations,T20,1611761,1611761,
465437150,Aaj Truck Litigation Group Inc,3560 Lenox Rd Ne Ste 1250,Atlanta,GA,30326-4275,Civil Rights,Civil Rights,R99,16817,112622,112622
472746306,Families And Communities Together Relief - Fact Relief,1380 W Paces Ferry Rd Nw Ste 1120,Atlanta,GA,30327-2439,Human Services,Fund Raising & Fund Distribution,P12,,,
463022974,Goizueta Foundation Inc,4401 Northside Pkwy Nw Ste 520,Atlanta,GA,30327-5219,Philanthropy,Private Grantmaking Foundations,T20,460883619,35259124,
471493351,Asian Real Estate Association Of America - Atlanta Metro Inc,3535 Peachtree Road Suite 520-648,Atlanta,GA,30326-3287,Community Capacity Bldg,Professional Societies & Associations,S03,0,0,0
462858084,Angelles Care Foundation,669 Providence Pl Sw,Atlanta,GA,30331-8601,Human Services,Hospices,P74,0,0,0
465389201,Healthy Nation Inc,3259 Welmingham Dr Sw,Atlanta,GA,30331-6263,Public Social Benefit,Public & Societal Benefit NEC,W99,0,0,0
473526210,Community Development Enterprise Inc,2555 Niskey Lake Rd Sw,Atlanta,GA,30331-6607,Community Capacity Bldg,Community & Neighborhood Development,S20,,,
471899396,Johnnies House,2842 Fairburn Rd Sw,Atlanta,GA,30331-6004,Housing Shelter,Temporary Housing,L40,0,0,0
465142734,Tomorrows Stars Childcare,2795 Fairburn Rd Sw,Atlanta,GA,30331-6001,Human Services,Child Day Care,P33,,,
473961610,Albert And Mags World Inc,320 Fairburn Rd Apt V-1,Atlanta,GA,30331-1926,Human Services,Family Services,P40,,,
471049454,Warrior Alliance Inc,641 Loridans Dr Ne,Atlanta,GA,30342-3443,Public Social Benefit,Military & Veterans‰Ûª Organizations,W30,,,
472496803,Jason And Taylor Galen Foundation,642 Longleaf Dr Ne,Atlanta,GA,30342-4305,Philanthropy,Public Foundations,T30,,,
471748647,Lift Organization Inc,100 Hartsfield Centre Park Way,Atlanta,GA,30354-0000,Housing Shelter,Homeless Shelters,L41,3752,13275,
463786960,Clear Care Assistance Inc,575 Pharr Rd Ne Unit 12162,Atlanta,GA,30355-4026,Human Services,Financial Counseling,P51,1,0,0
463513968,Belgian American Chamber Of The South,171 17Th St Nw Ste 1100,Atlanta,GA,30363-1029,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
472871189,Teach Code,390 17Th St Nw Unit 6013,Atlanta,GA,30363-2017,Human Services,Children & Youth Services,P30,,,
464782812,Sfc Kevin A Williams Scholarship Foundation,400 17Th St Nw Unit 2102,Atlanta,GA,30363-1054,Human Services,Human Services NEC,P99,,,
464269268,Gentlemens Foundation,270 17Th Street Nw,Atlanta,GA,30363-1205,Human Services,Human Services,P20,1888,46603,1873
471218629,Star C Corporation,1175 Peachtree St Ne Ste 760,Atlanta,GA,30361-3534,Community Capacity Bldg,Community Improvement & Capacity Building NEC,S99,0,0,0
580146810,Atlanta Postal Credit Union,3900 Crown Road,Atlanta,GA,30380-0001,Public Social Benefit,Credit Unions,W61,2038480026,59273335,59069770
510636264,Making A Dream Come True,201 17Th St Nw Ste 300,Atlanta,GA,30363-1191,Human Services,Financial Counseling,P51,456032,552908,552908
562622944,Amelia Mary Foundation Inc,340 Ivy Knl Ne,Atlanta,GA,30342-4247,Philanthropy,Private Independent Foundations,T22,4260,935,
582106669,Open Arms Child Development Center,4000 Roswell Rd Ne,Atlanta,GA,30342-4195,Human Services,Child Day Care,P33,56909,1209208,1209208
582119968,Barge Road Senior Highrise Rmc,2240 Barge Rd Sw Unit 711,Atlanta,GA,30331-2534,Philanthropy,Public Foundations,T30,0,0,0
581971670,River Of Life Christian Center Inc,3445 Martin Luther King Jr Dr Sw,Atlanta,GA,30331-1713,Religious,Protestant,X21,,,
582310792,Jada International Ministries Inc,4564 Doral Dr Sw,Atlanta,GA,30331-7145,Religious,Protestant,X21,,,
476574120,Dorothy And Thomas Davison Perpetual Charitable Tr,4401 Northside Pkwy Nw Ste 120,Atlanta,GA,30327-5220,Philanthropy,Private Grantmaking Foundations,T20,,,
581999764,Jane And Randy Merrill Foundation Inc,4246 Sentinel Post Rd Nw,Atlanta,GA,30327-3908,Philanthropy,Private Grantmaking Foundations,T20,980870,80698,
581479860,Lifespan Resources Inc,3003 Howell Mill Rd Nw,Atlanta,GA,30327-1601,Human Services,Senior Centers,P81,154016,76601,76601
581871368,St Therese House Inc,1266 W Paces Ferry Rd Nw No 457,Atlanta,GA,30327-2306,Housing Shelter,Housing Rehabilitation,L25,0,0,0
582126567,Mary And Marthas Place Inc,4393 Garmon Rd Nw,Atlanta,GA,30327-3831,Religious,Interfaith Coalitions,X90,71299,70174,69571
581816773,Leading The Way With Dr Michael Youssef Inc,3585 Northside Pkwy Nw,Atlanta,GA,30327-2309,Religious,Christianity,X20,21948520,18417703,17305505
562358458,Ritchey Family Foundation Inc,3340 Peachtree Rd Ne Ste 250,Atlanta,GA,30326-1045,Philanthropy,Private Grantmaking Foundations,T20,1236463,328626,
582248791,East Lake Housing Corporation,3445 Peachtree Rd Ne Ste 175,Atlanta,GA,30326-1234,Housing Shelter,Housing Development,L20,11831721,1689416,-1689416
474639695,Thinknext Foundation,3324 Peachtree Rd Ne Unit 2319,Atlanta,GA,30326-1482,Human Services,Human Services NEC,P99,,,
582001814,Sam And Frances Hemphill Foundation Inc,3343 Peachtree Rd Ne Ste 1600,Atlanta,GA,30326-1429,Philanthropy,Private Independent Foundations,T22,142307,1,
580665903,Wieuca Road Baptist Church,3626 Peachtree Rd Ne,Atlanta,GA,30326-1202,Religious,Christianity,X20,,,
580688477,Mount Paran Church Of God,2055 Mount Paran Rd Nw,Atlanta,GA,30327-2921,Religious,Christianity,X20,,,
582119977,Cheshire Bridge Resident Association,2170 Cheshire Bridge Rd Ne Apt 417,Atlanta,GA,30324-5712,Philanthropy,Public Foundations,T30,0,0,0
510168764,11 Atlanta Community Service Awards,1 Monroe Pl Ne,Atlanta,GA,30324-4836,Community Capacity Bldg,Community Coalitions,S21,96477,272050,272050
562331016,Voice Of Children Ministries,600 Garson Dr Ne Apt 7203,Atlanta,GA,30324-6200,Human Services,Children & Youth Services,P30,18657,545,545
571134681,J C And Bernice S Clanton Foundation,3747 Peachtree Rd Ne Apt 1120,Brookhaven,GA,30319-1331,Philanthropy,Private Independent Foundations,T22,1,1,
550838878,Reynoldstown Cabbagetown Business Association,275 14Th Street Nw,Atlanta,GA,30318-9100,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
474928700,Vets,1749 Liberty Pkwy Nw,Atlanta,GA,30318-9384,Public Social Benefit,Military & Veterans‰Ûª Organizations,W30,,,
581972467,Antioch Urban Ministries Inc,540 Cameron Alexander Nw,Atlanta,GA,30318-0000,Community Capacity Bldg,Urban & Community Economic Development,S31,425827,658809,658809
581470833,Greater Fair Hill Baptist Church,701 Hamilton E Holmes Dr Nw,Atlanta,GA,30318-8309,Religious,Protestant,X21,,,
582122958,Bethursday Development Corporation,540 Cameron Alexander Nw,Atlanta,GA,30318-0000,Housing Shelter,Housing Rehabilitation,L25,5558806,543460,543460
582296118,African American Women United Against Domestic Violence Inc,2770 Engle Rd Nw,Atlanta,GA,30318-7215,Human Services,Human Services NEC,P99,,,
582295786,Dress For Success Atlanta Inc,763 Trabert Ave Nw Ste B,Atlanta,GA,30318-4245,Human Services,Human Services,P20,135441,383456,361944
582185477,New Life Pentecostal Way Of Truth,991 Hollywood Rd Nw,Atlanta,GA,30318-4741,Religious,Christianity,X20,,,
562420824,Ehigiamusoe Foundation Inc,792 Donald Lee Hollowell Pkwy Nw,Atlanta,GA,30318-6746,Philanthropy,Private Grantmaking Foundations,T20,683509,29243,
474349605,Conative Creations,1026 Sims Ave Nw Apt B,Atlanta,GA,30318-4890,Human Services,Human Services,P20,,,
581836016,Springfield Missionary Baptist Church,1730 Hollywood Rd Nw,Atlanta,GA,30318-3410,Religious,Protestant,X21,,,
582203456,German American Chamber Of Commerce Of The Southern United States Inc,1170 Howell Mill Rd,Atlanta,GA,30318-5566,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,1412146,2764456,2632369
581938471,First Christian Community Episcopal Church Inc,2266 Alvin Dr Nw,Atlanta,GA,30318-3904,Religious,Protestant,X21,,,
581940998,Canaan Ministries Inc,1730 Hollywood Rd Nw,Atlanta,GA,30318-3410,Human Services,Human Services,P20,0,0,0
581333986,Saint Philip African Methodist Episcopal Church Inc,240 Candler Rd Se,Atlanta,GA,30317-3436,Religious,Protestant,X21,22292773,5024150,5024150
522408483,Destination Christian Temple Of Atlanta,1770 Bolton Rd Nw,Atlanta,GA,30318-3328,Religious,Christianity,X20,,,
581622996,Disciple Of Faith Holiness Church Inc,1481 Woodbine Ave Se,Atlanta,GA,30317-1921,Religious,Christianity,X20,,,
582204306,East Lake Foundation Inc,2606 Alston Dr Se,Atlanta,GA,30317-3334,Philanthropy,Public Foundations,T30,61090411,13806290,13369734
581676611,The True Church Of The Living Faith Inc,1993 Donald Lee Hollowell Pkwy Nw,Atlanta,GA,30318-4842,Religious,Christianity,X20,,,
581565160,East Lake Meadows Senior Highrise Resident Association Inc,380 East Lake Blvd Se,Atlanta,GA,30317-3154,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
582275196,Chester Avenue Baptist Church,106 Chester Ave Se,Atlanta,GA,30316-1204,Religious,Christianity,X20,,,
582204831,Andrew P Stewart Center Inc,153 Stovall St Se,Atlanta,GA,30316-1419,Human Services,Neighborhood Centers,P28,910967,149720,142498
581934150,Word Of Reconcilation Church Ministry,476 Hemlock Cir Se,Atlanta,GA,30316-1838,Religious,Christianity,X20,,,
582207431,Moving In The Spirit Inc,750 Glenwood Ave Se,Atlanta,GA,30316-1867,Human Services,Children & Youth Services,P30,442223,792496,792496
475121093,She Speaks Institute For Women Inc,1379 High Point Ave Sw,Atlanta,GA,30315-2610,Civil Rights,Women‰Ûªs Rights,R24,,,
581744223,Christ Centered Evangelical Church Inc,2591 Macon Dr Sw,Atlanta,GA,30315-8305,Religious,Christianity,X20,,,
582158532,Peaceway Spiritual Holiness Church,108 Cleveland Ave Se Ste B12,Atlanta,GA,30315-8446,Religious,Protestant,X21,,,
582161264,Hank Aaron Chasing The Dream Foundation Inc,755 Hank Aaron Dr Sw,Atlanta,GA,30315-1120,Philanthropy,Public Foundations,T30,3501309,404849,404849
581885449,Mt Pleasant Baptist Church,17 Meldon Ave Se,Atlanta,GA,30315-4067,Religious,Christianity,X20,,,
581276964,Central Holiness Church,1069 Washington St Sw,Atlanta,GA,30315-1609,Religious,Christianity,X20,,,
581320770,The House Of God The Church Of The Living God The Gates Of Heaven,1056 Fern Ave Se,Atlanta,GA,30315-1831,Religious,Protestant,X21,,,
582206383,New Shield Of Faith Christian Ministries Inc,211 Boykin St Sw,Atlanta,GA,30315-2101,Religious,Protestant,X21,,,
581566583,First Mount Selah Missionary Baptist Church,2017 Forrest Park Rd Se,Atlanta,GA,30315-6964,Religious,Protestant,X21,,,
581588082,Mt Nebo Baptist Life Center Inc,1025 Mcdonough Blvd Se,Atlanta,GA,30315-0000,Religious,Protestant,X21,,,
580299716,International Association Of Sheet Metal Air Rail & Transportation,1838 Metropolitan Pkwy Sw,Atlanta,GA,30315-5930,Employment,Labor Unions,J40,2093156,2595297,2580509
581586905,Greater Vine City Baptist Church Inc,166 Walnut St,Atlanta,GA,30314-0000,Religious,Christianity,X20,,,
581406162,Flipper Temple A M E Church,580 Atlanta Student Movement Blvd,Atlanta,GA,30314-0000,Religious,Protestant,X21,,,
522288574,Agape Deliverance Ministries,791 Magnolia Way Nw Apt 1332,Atlanta,GA,30314-3599,Religious,Protestant,X21,,,
581952969,Linddsay Street Baptist Church Inc,550 Lindsey St Nw,Atlanta,GA,30314-3216,Religious,Protestant,X21,,,
582194642,City Of Refuge Inc,1300 Joseph E Boone Blvd Nw,Atlanta,GA,30314-2032,Religious,Protestant,X21,9158463,6021095,5169838
581548671,Cosmopolitan Ame Church,170 Vine St Nw,Atlanta,GA,30314-4027,Religious,Christianity,X20,,,
582016829,Pentecostal Temple Revival Center Inc,400 Tazor St Nw,Atlanta,GA,30314-2719,Religious,Protestant,X21,,,
582284845,S E D C Educational Foundation Inc,311 Nelson St Sw,Atlanta,GA,30313-1354,Community Capacity Bldg,Community Improvement & Capacity Building NEC,S99,97664,5048,5048
580299730,International Brotherhood Of Electrical Workers,501 Pulliam St Sw Ste 250,Atlanta,GA,30312-2750,Employment,Labor Unions,J40,10804661,4826070,4826070
582045976,Eagles Nest Ministry Inc,14 Hilliard St,Atlanta,GA,30312-4020,Religious,Protestant,X21,,,
581562462,Georgia Avenue Tenant Association Inc,174 Georgia Avenue Se,Atlanta,GA,30312-3030,Human Services,Human Services,P20,0,0,0
582220402,St Paul Golden Age Center Inc,501 Grant St Se,Atlanta,GA,30312-3115,Human Services,Human Services,P20,2103,18761,18761
581167844,American Federation Of State County & Municipal Employees,501 Pulliam St Sw Ste 519,Atlanta,GA,30312-2755,Employment,Labor Unions,J40,253284,233033,233033
581420246,New Hope Missionary Baptist Church,236 Richardson St Sw,Atlanta,GA,30312-2629,Religious,Protestant,X21,,,
582215457,Network Of Family Services Inc,659 Auburn Ave Ne Ste G24,Atlanta,GA,30312-1978,Human Services,Family Services,P40,,,
581877503,Christ Apostolic Church Of Atlanta Inc,101 Boulevard Ne,Atlanta,GA,30312-1609,Religious,Christianity,X20,696410,284017,284017
582019310,Faith Temple Christian Church,1285 Westmont Rd Sw,Atlanta,GA,30311-3535,Religious,Christianity,X20,,,
581658127,Greater Rising Star Baptist Church Inc,1680 Campbellton Rd Sw,Atlanta,GA,30311-4035,Religious,Protestant,X21,,,
582053820,Potters House Ministry Of Restoration Inc,2343 Campbellton Rd Sw Ste 6,Atlanta,GA,30311-4600,Religious,Christianity,X20,,,
581435470,Providence Baptist Church,2295 Benjamin E Mays Dr Sw,Atlanta,GA,30311-3242,Religious,Protestant,X21,,,
522198346,Spirit House,1321 Cascade Falls Dr Sw,Atlanta,GA,30311-3656,Civil Rights,Civil Liberties,R60,0,0,0
510501109,Mustard Seed Faith Ministries,1570 Mill Acres Dr Sw,Atlanta,GA,30311-3808,Religious,Christianity,X20,,,
582293167,Stay In School Inc,150 Peyton Pl Sw Apt 4402,Atlanta,GA,30311-1621,Human Services,Human Services,P20,,,
581520139,Southwest Economic Development Corp,2232 Belvedere Ave Sw,Atlanta,GA,30311-3304,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
582172061,Word Of Life Christian Ministries Inc,972 Dimmock St Sw,Atlanta,GA,30310-3314,Religious,Christianity,X20,,,
580551717,Fort Mcpherson Credit Union,1732 Walker Ave Sw,Atlanta,GA,30310-5100,Public Social Benefit,Credit Unions,W61,21992709,1186313,1186313
474355996,Organized Help,965 Cunningham Pl Sw Apt 200,Atlanta,GA,30310-1381,Philanthropy,Fund Raising & Fund Distribution,T12,,,
510439194,Sacred Star Spiritual Temple,2191 Martin Luther King Jr Dr Sw,Atlanta,GA,30310-1143,Religious,Single Organization Support,X11,,,
581097538,Credit Union Of Atlanta,670 Metropolitan Pkwy Sw,Atlanta,GA,30310-2058,Public Social Benefit,Credit Unions,W61,70607523,6288563,6288563
581340903,Hosea Helps Inc,1035 Donnelly Ave Sw,Atlanta,GA,30310-3331,Religious,Protestant,X21,1116497,1744892,1744892
581950188,New Calvary Commission For Community Improvement Inc,1690 Melrose Dr Sw,Atlanta,GA,30310-4528,Community Capacity Bldg,Community & Neighborhood Development,S20,,,
474182633,Our Daily Bread On The Move,1456 Lanvale Dr Sw,Atlanta,GA,30310-3729,Food,Meals on Wheels,K36,,,
582127062,Future America Research Foundation,922 Oglethorpe Ave Sw,Atlanta,GA,30310-2708,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
562462529,The Children Of The Union Church Inc,1028 Regent St Sw,Atlanta,GA,30310-5040,Religious,Christianity,X20,,,
581538947,Mount Olive Baptist Church Of Atlanta Inc,2174 Martin Luther King Jr Dr Sw,Atlanta,GA,30310-1135,Religious,Protestant,X21,,,
474684282,Judson Lyons Society Inc,1180 Peachtree St Ne Ste 1700,Atlanta,GA,30309-7525,Public Social Benefit,Alliances & Advocacy,W01,,,
582054790,Corporate Volunteer Council Of Atlanta,1100 Peachtree Street,Atlanta,GA,30309-0000,Community Capacity Bldg,Community & Neighborhood Development,S20,374276,224834,224834
582221461,New Testament Restoration Foundation Inc,554 Deering Rd Nw,Atlanta,GA,30309-2267,Religious,Religion-Related NEC,X99,1823359,264019,40512
474701064,Georgia Association Of Accounting Educators,109 Huntington Rd Ne,Atlanta,GA,30309-1503,Community Capacity Bldg,Business & Industry,S40,,,
